30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30
1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 9000, 10000, 12000, 14000, 16000, 18000, 20000, 22000, 24000, 26000, 28000, 30000, 34000, 38000, 42000, 46000, 50000, 54000, 58000, 62000, 66000, 70000, 78000, 86000, 94000, 102000, 110000, 118000, 126000, 134000, 142000, 150000, 166000, 182000, 198000, 214000, 230000, 246000, 262000, 278000, 294000
