111111111111111111111111111111
30, 30, 30, 30
30
30
4236, 381.03
0.173123
4176, 4236
1581, 1598
403, 416
668, 695
1588, 1607
629, 649
295, 306
291, 310
796, 835
289, 310
341, 362
863, 894
840, 909
283, 296
180, 192
641, 665
727, 747
162, 170
403, 435
670, 702
595, 621
247, 272
118, 127
292, 303
92, 98
209, 217
385, 395
616, 654
251, 273
247, 280
487, 510
203, 223
147, 162
69, 75
63, 70
217, 224
352, 365
303, 318
249, 271
467, 499
389, 414
191, 212
143, 151
136, 151
112, 119
113, 121
510, 534
565, 584
420, 442
332, 357
373, 473
153, 173
328, 378
865, 885
125, 141
197, 210
173, 182
245, 267
156, 172
126, 142
150, 170
117, 134
139, 150
88, 99
63, 67
415, 434
198, 206
203, 210
350, 371
583, 640
177, 195
98, 115
111, 120
94, 106
89, 99
93, 97
344, 356
143, 152
396, 447
325, 364
492, 545
143, 158
196, 210
299, 318
373, 387
150, 158
267, 275
206, 220
516, 549
167, 187
152, 174
104, 116
109, 125
77, 87
81, 90
230, 236
336, 350
447, 565
187, 206
196, 216
999999999999999999999999999999
