33952,30938,29846,29824,29415,29301,28849,28252,27655,27412,27116,25826,25747,25796,25538,25529,25436,25529,25815,25815,25796,25607,25787,25590,25233,25470,25350,25280,25510,25396,25024,24760,25073,24843,24796,24723,25178,25240,25240,25267,25526,25686,25956,25673,25593,25510,25400,25424,25443,25307,25483,25664,26092,25972,25695,26166,25775,25775,26083,26289,26292,26116,25981,25910,25950,25944,26012,26406,26184,26150,26412,26206,26366,26267,26341,26289,26261,26369,25889
1000,3000,5000,7000,9000,11000,13000,15000,17000,19000,21000,23000,25000,27000,29000,31000,33000,35000,37000,39000,41000,43000,45000,47000,49000,51000,53000,55000,57000,59000,61000,63000,65000,67000,69000,71000,73000,75000,77000,79000,81000,83000,85000,87000,89000,91000,93000,95000,97000,99000,101000,103000,105000,107000,109000,111000,113000,115000,117000,119000,121000,123000,125000,127000,129000,131000,133000,135000,137000,139000,141000,143000,145000,147000,149000,151000,153000,155000,157000
